Time (s),Epoch,Train MLE Loss,Test MSE Loss,Grid Updated
13.540709018707275,0,247.76651,0.054279935,1
26.270673990249634,1,798.0639,0.013210093,0
40.128767013549805,2,354.5363,0.012392183,0
53.92869997024536,3,508.22104,0.010993793,0
67.9547049999237,4,531.9681,0.010940663,0
81.94948196411133,5,472.4666,0.011060222,0
95.93455600738525,6,448.5585,0.0110346,0
109.95256400108337,7,449.544,0.011490019,0
123.93190312385559,8,564.92596,0.012661053,0
137.84733700752258,9,483.4729,0.011559604,0
151.75672101974487,10,473.06128,0.011707706,0
165.76909708976746,11,457.13248,0.011839042,1
179.73941802978516,12,478.71738,0.0117238,0
193.78676795959473,13,449.16376,0.012514192,0
207.78039503097534,14,446.00092,0.014099911,0
221.73885297775269,15,482.97235,0.013565006,0
235.70020508766174,16,496.74414,0.014365314,0
249.68944311141968,17,455.92178,0.015099928,0
263.70150804519653,18,410.0381,0.013911748,0
277.74463391304016,19,406.70425,0.0141172735,0
291.723788022995,20,500.10724,0.014976989,0
305.8357820510864,21,484.9607,0.015769614,0
319.7667410373688,22,508.58154,0.014826983,1
333.76304507255554,23,511.40228,0.013456874,0
347.75519704818726,24,462.42725,0.014927788,0
361.6612629890442,25,509.23087,0.014053752,0
375.6583080291748,26,456.2409,0.014840106,0
389.65209794044495,27,454.65997,0.014564028,0
403.6532790660858,28,482.4956,0.016886711,0
417.64402294158936,29,494.68448,0.016695518,0
431.6410970687866,30,505.68173,0.016566688,0
445.6101670265198,31,542.1278,0.018673133,0
459.6487560272217,32,501.81525,0.016337994,0
473.60481095314026,33,620.09564,0.017400851,0
487.6309621334076,34,524.4159,0.017740047,0
501.6620409488678,35,555.3185,0.018133406,1
515.5859830379486,36,516.4083,0.017611258,0
529.6057639122009,37,571.29706,0.018457994,0
543.6012320518494,38,575.96185,0.019422134,0
557.6163029670715,39,579.2445,0.01865895,0
571.597697019577,40,633.28186,0.020211253,0
585.5950620174408,41,591.94464,0.019809116,0
599.6043291091919,42,602.2328,0.022170322,0
613.587769985199,43,616.4797,0.020223688,0
627.5770809650421,44,636.3678,0.020583296,0
641.5807619094849,45,745.7013,0.02345219,0
655.5707108974457,46,673.0332,0.021522637,0
669.54523396492,47,721.547,0.022597214,0
683.5723540782928,48,696.7251,0.023285804,0
697.649493932724,49,702.52014,0.02007144,0
711.667426109314,50,669.31866,0.020390458,0
725.6135499477386,51,667.05566,0.022735365,0
739.5441629886627,52,692.93774,0.022203907,0
753.5494620800018,53,721.3488,0.023579575,0
767.5402250289917,54,779.75714,0.023910275,1
781.5267820358276,55,775.55914,0.022303404,0
795.5361571311951,56,644.77716,0.021744829,0
809.5343120098114,57,704.9125,0.023040222,0
823.5172939300537,58,658.62885,0.020685298,0
837.5125019550323,59,598.51587,0.0213812,0
851.5182709693909,60,657.09985,0.021375522,0
865.5115010738373,61,674.4064,0.022280391,0
879.4949269294739,62,703.1278,0.022616576,0
893.4971790313721,63,758.68475,0.025035182,0
907.4917030334473,64,818.1042,0.022902103,0
921.484160900116,65,717.9401,0.022937145,0
935.4830520153046,66,735.7067,0.021839518,0
949.4656500816345,67,733.63055,0.022594012,0
963.3877739906311,68,756.2444,0.024836967,0
977.3119449615479,69,739.8564,0.024132531,0
991.2638559341431,70,743.05096,0.026599308,0
1005.2586669921875,71,736.2469,0.024641838,0
1019.248291015625,72,724.48987,0.023362746,0
1033.2548470497131,73,706.7666,0.02275151,0
1047.2320051193237,74,741.6386,0.024321413,0
1061.2436521053314,75,722.547,0.023715679,0
1075.2401359081268,76,765.36115,0.02355416,0
1089.229749917984,77,768.99603,0.02352502,0
1103.2496011257172,78,816.17676,0.023967281,0
1117.2980539798737,79,769.9276,0.023958411,0
1131.257924079895,80,802.04694,0.024418088,0
1145.2158629894257,81,822.9874,0.025160357,0
1159.1976900100708,82,772.2331,0.024775846,0
1173.2101809978485,83,830.5171,0.025148714,0
1187.1949911117554,84,787.4166,0.02645113,0
1201.218090057373,85,803.9501,0.025859127,0
1215.1922039985657,86,825.4705,0.026439944,1
1229.2096719741821,87,832.8151,0.025823716,0
1243.183063030243,88,777.82495,0.025747221,0
1257.1769819259644,89,768.1722,0.025945913,0
1271.1765389442444,90,858.7252,0.025105733,0
1285.1635739803314,91,860.4881,0.025758684,0
1299.1679570674896,92,866.2215,0.026574507,0
1313.1630609035492,93,824.3168,0.026445936,0
1327.155769109726,94,848.1019,0.027598068,0
1341.1543350219727,95,840.28357,0.026271533,0
1355.1702709197998,96,780.6515,0.025022825,0
1369.1649560928345,97,799.6245,0.024793476,0
1383.1375179290771,98,732.916,0.024926037,0
1397.1373410224915,99,746.1713,0.025147209,0
1411.2117829322815,100,748.2126,0.024857461,0
1425.2084550857544,101,839.1719,0.027204553,0
1439.2033059597015,102,854.9525,0.025637293,0
1453.169996023178,103,749.7972,0.028356444,0
1467.0866749286652,104,796.8978,0.026853126,0
1481.1067109107971,105,814.6727,0.026542788,0
1495.1272320747375,106,819.1146,0.025123393,0
1509.0663950443268,107,815.39246,0.025593853,0
1523.0895891189575,108,777.6925,0.025530178,0
1537.076257944107,109,764.88464,0.026724476,0
1551.1108911037445,110,807.01215,0.026211787,0
1565.080502986908,111,829.5675,0.026245499,0
1579.0750370025635,112,868.8873,0.028501263,0
1593.0768060684204,113,870.66125,0.027054172,0
1607.0707120895386,114,835.66846,0.02734094,0
1621.0449409484863,115,871.90173,0.027796691,0
1635.0619039535522,116,869.721,0.027870035,0
1649.057090997696,117,812.3998,0.028121736,0
1663.049392938614,118,811.5793,0.028160557,0
1677.0426759719849,119,848.08527,0.027586754,0
1691.0438868999481,120,893.04285,0.028423065,0
1705.0376811027527,121,903.54285,0.02899232,0
