latent_dim,time_mean,time_std,memory_estimate,allocations,gc_percent
21,0.042166961,1.9794040125755024e-5,2.0265579223632812e-6,61,0.0
41,0.042398677,1.9425637492756833e-5,2.0265579223632812e-6,61,0.0
61,0.042454815,0.00012550650391314388,2.0265579223632812e-6,61,0.0
81,0.043146249,0.00013935165468877646,2.0265579223632812e-6,61,0.0
101,0.04312492,7.013650741233128e-5,2.0265579223632812e-6,61,0.0
