latent_dim,time_mean,time_std,memory_estimate,allocations,gc_percent
21,0.103612328,0.011602561317867424,1.1622905731201172e-6,43,0.0
41,0.099518691,0.00689702353712594,1.1622905731201172e-6,43,0.0
61,0.097786499,0.003962702160672941,1.1622905731201172e-6,43,0.0
81,0.102291633,0.0074692993941980305,1.1622905731201172e-6,43,0.0
101,0.098361882,0.0029052716062310593,1.1622905731201172e-6,43,0.0
