Time (s),Epoch,Train Loss
174.95298600196838,1,0.023200382
349.15634083747864,2,0.015326223
524.1145668029785,3,0.013867326
698.0735988616943,4,0.012903858
871.8357739448547,5,0.012156134
1045.8690388202667,6,0.011683551
1219.6497259140015,7,0.011352177
1393.5193948745728,8,0.011100927
1568.2118699550629,9,0.010885804
1742.1331667900085,10,0.010738459
1916.5980949401855,11,0.010595974
2090.7252609729767,12,0.010466478
2264.6424689292908,13,0.010378754
2438.800104856491,14,0.010235671
2613.08588886261,15,0.010167338
2787.9638888835907,16,0.010101321
2962.547590970993,17,0.010025892
3136.3471648693085,18,0.009962038
3311.0483269691467,19,0.009899403
3485.1693818569183,20,0.009846438
3660.4161808490753,21,0.009775714
3834.9399869441986,22,0.00972905
4009.2032408714294,23,0.009680738
4183.925080776215,24,0.009653365
4358.0446128845215,25,0.009591553
4532.301430940628,26,0.00954955
4706.509496927261,27,0.009495595
4881.023810863495,28,0.009480244
5055.304259777069,29,0.009423798
5229.550175905228,30,0.009397185
5403.392588853836,31,0.00934304
5577.840782880783,32,0.009322378
5751.930585861206,33,0.009287539
5925.804782867432,34,0.0092576435
6099.878834962845,35,0.00922144
6274.206722974777,36,0.009188324
6448.226053953171,37,0.0091711255
6622.780226945877,38,0.009132265
6798.42249083519,39,0.009099893
6972.731698989868,40,0.009058491
7147.375255823135,41,0.00904366
7321.92423081398,42,0.009029049
7496.074701786041,43,0.008997702
7670.322175979614,44,0.008971134
7845.478598833084,45,0.008967209
8020.3228459358215,46,0.008940644
8194.991882801056,47,0.008894401
8369.72012090683,48,0.008877514
8544.149007797241,49,0.008865792
8718.426873922348,50,0.008837376
8892.205055952072,51,0.008818998
9066.58701992035,52,0.008789008
9240.575891971588,53,0.008777562
9415.409819841385,54,0.008763597
9589.886237859726,55,0.0087409625
9764.347464799881,56,0.00872401
9938.510418891907,57,0.0087105
10112.077613830566,58,0.0086964285
10285.799239873886,59,0.008679525
10460.366521835327,60,0.008656996
10634.289868831635,61,0.008637992
10808.525277853012,62,0.008628399
10983.147284984589,63,0.00863165
11157.466075897217,64,0.008597409
11332.115432977676,65,0.008575575
11506.526361942291,66,0.008582395
11680.469024896622,67,0.0085633695
11854.39373588562,68,0.008547213
12028.60695886612,69,0.008525205
12202.751853942871,70,0.008520263
12377.225578784943,71,0.008506003
12551.055323839188,72,0.008489312
12725.85263299942,73,0.008475229
12900.13984489441,74,0.008472982
13074.211815834045,75,0.008458106
13249.049374818802,76,0.008459332
13423.422590970993,77,0.0084420275
13597.491094827652,78,0.008412009
13772.226618766785,79,0.008424273
13946.818900823593,80,0.008397227
14121.721881866455,81,0.008383578
14295.944443941116,82,0.00838401
14470.646640777588,83,0.0083731795
14644.87447977066,84,0.008362421
14819.10307097435,85,0.00836165
14993.479225873947,86,0.0083436165
15167.565623998642,87,0.008329652
15342.252396821976,88,0.008325207
15517.160390853882,89,0.008311264
15692.19232082367,90,0.00829735
15866.5317299366,91,0.00829958
16040.6020758152,92,0.00828958
16215.5318877697,93,0.008280775
16389.776407003403,94,0.008259538
16564.07225584984,95,0.008270773
16738.525501966476,96,0.00826281
16912.83027791977,97,0.008238647
17087.48020887375,98,0.008238027
17262.265393972397,99,0.008226214
17436.88711285591,100,0.008222532
17611.852172851562,101,0.008216784
17786.82004094124,102,0.008210011
17961.550409793854,103,0.0081908945
18135.775782823563,104,0.008186664
18310.6567568779,105,0.008178424
18485.28279685974,106,0.008169869
18660.022385835648,107,0.008157548
18834.770847797394,108,0.008147581
19008.91757082939,109,0.008155728
19183.870505809784,110,0.00813555
19357.58984398842,111,0.008133812
19532.171712875366,112,0.008126488
19706.51334786415,113,0.00811607
19881.378196001053,114,0.008109584
20055.07446885109,115,0.008101274
20229.98253583908,116,0.008094933
20404.766494989395,117,0.00809128
20578.52795791626,118,0.00807945
