Time (s),Epoch,Train Loss
20753.762235879898,119,0.0080835
20928.06336593628,120,0.008072303
21103.294506788254,121,0.008064559
21278.217255830765,122,0.00808316
21452.456566810608,123,0.008045231
21626.912636995316,124,0.008045055
21801.406555891037,125,0.008037694
21976.23560500145,126,0.008037971
22150.549478769302,127,0.0080318935
22324.670164823532,128,0.008027867
22499.106061935425,129,0.008016658
22673.96627497673,130,0.008018704
22848.2100379467,131,0.008007463
23022.902740955353,132,0.008014003
23197.678510904312,133,0.007991004
23372.073049783707,134,0.007975871
23546.925877809525,135,0.007977937
23721.434976816177,136,0.007977072
23896.29958677292,137,0.007968299
24071.31622695923,138,0.007975975
24245.715780973434,139,0.007959619
24419.441091775894,140,0.007963665
24594.268788814545,141,0.007952672
24768.81956386566,142,0.007947263
24943.66477584839,143,0.007937217
25118.352854967117,144,0.007935868
25292.591305971146,145,0.007929238
25466.92791199684,146,0.007922001
25641.746988773346,147,0.007911746
25820.452215909958,148,0.007914504
25996.29839491844,149,0.00790917
26170.532376766205,150,0.007890696
26345.214963912964,151,0.007899226
26519.93925499916,152,0.00789076
26694.797815799713,153,0.007893186
26869.920326948166,154,0.007884803
27051.246768951416,155,0.00788139
27232.51059293747,156,0.007870197
27414.475356817245,157,0.007871789
27588.786398887634,158,0.007863054
27764.065294981003,159,0.007851796
27938.65803194046,160,0.00785507
28113.293234825134,161,0.007848787
28287.89644098282,162,0.007854367
28462.340393781662,163,0.007837529
28637.212367773056,164,0.007837646
28811.795509815216,165,0.007839793
28986.097208976746,166,0.00783842
29161.28314089775,167,0.007820072
29335.34312582016,168,0.007825707
29510.04293680191,169,0.0078111715
29685.05995988846,170,0.007820382
29860.560470819473,171,0.0078120176
30035.511623859406,172,0.00780179
30210.75509095192,173,0.007794876
30385.74501299858,174,0.0077989018
30560.173555850983,175,0.007791645
30734.687461853027,176,0.007789653
30910.130479812622,177,0.007779818
31086.580026865005,178,0.0077714645
31261.48246884346,179,0.0077754166
31437.72770190239,180,0.007771121
31613.052171945572,181,0.0077806376
31788.43921494484,182,0.007750565
31963.252195835114,183,0.0077552544
32138.68915295601,184,0.007756438
32313.577645778656,185,0.007748678
32488.99653697014,186,0.0077420752
32664.15643596649,187,0.007738582
32838.77396798134,188,0.0077305846
33012.69892787933,189,0.007743423
33187.76396894455,190,0.0077356296
33363.093448877335,191,0.0077467347
33537.883569955826,192,0.0077143465
33712.226863861084,193,0.007719513
33887.723953962326,194,0.00771259
34062.56800198555,195,0.0077100103
34237.08056497574,196,0.007708005
34411.71482992172,197,0.0077086957
34586.468812942505,198,0.007699309
34761.479395866394,199,0.0076872427
34935.760685920715,200,0.0076985643
