Time (s),Epoch,Train MLE Loss,Test MSE Loss,Grid Updated
115.89748215675354,0,280.3345,0.057098262,1
123.63973498344421,1,689.99506,0.0128039215,0
127.79976916313171,2,514.0204,0.012543894,0
132.0060420036316,3,509.75067,0.011410173,0
136.2084469795227,4,470.42657,0.01099143,0
140.4390251636505,5,496.142,0.01081747,0
144.6712040901184,6,495.76773,0.010720065,0
148.9190490245819,7,475.12875,0.011015149,0
153.15275597572327,8,448.6972,0.011353729,0
157.66403317451477,9,443.83105,0.01162379,0
161.91875314712524,10,426.32544,0.013018362,0
208.70443511009216,11,513.27893,0.012726381,1
212.9373960494995,12,436.67944,0.012573953,0
217.17329716682434,13,422.03387,0.013231402,0
221.40811204910278,14,406.9538,0.0142812105,0
225.65767312049866,15,391.888,0.01565735,0
229.90898418426514,16,378.43167,0.015999973,0
234.20674514770508,17,372.9214,0.016060377,0
238.50622510910034,18,362.2055,0.017844545,0
242.82808804512024,19,362.67075,0.016025433,0
247.11065411567688,20,347.4312,0.017459353,0
251.40164804458618,21,330.87473,0.016861735,0
298.25090503692627,22,412.5396,0.021333633,1
302.515958070755,23,385.25543,0.018693008,0
306.50902819633484,24,362.1748,0.021559115,0
310.7714970111847,25,335.89893,0.021578822,0
315.034038066864,26,323.52097,0.020849556,0
319.0307559967041,27,314.12277,0.020022836,0
323.53967905044556,28,300.3561,0.019850677,0
327.7970349788666,29,297.0695,0.019722482,0
331.8462471961975,30,286.59805,0.020453122,0
336.13189697265625,31,290.86407,0.020144418,0
340.3989040851593,32,285.6311,0.01998994,0
344.67978501319885,33,284.23895,0.020127347,0
348.6999771595001,34,280.25165,0.019202162,0
395.49238109588623,35,302.41153,0.019054983,1
399.7848370075226,36,341.999,0.019582259,0
404.04679918289185,37,329.91656,0.02169854,0
408.28964710235596,38,318.6187,0.021108476,0
412.56831312179565,39,313.77213,0.020452349,0
416.57741808891296,40,312.3725,0.021639587,0
420.85173416137695,41,330.7146,0.02111644,0
424.8517150878906,42,302.774,0.021316085,0
429.1093771457672,43,279.21115,0.020287653,0
433.41048216819763,44,276.24054,0.019708427,0
437.43193316459656,45,279.807,0.020922422,0
441.73505306243896,46,274.9297,0.019484174,0
446.03763914108276,47,278.88568,0.019695763,0
450.06649899482727,48,285.06396,0.01798024,0
454.36172914505005,49,277.1503,0.018800296,0
458.64305305480957,50,275.49786,0.019576114,0
462.6790580749512,51,275.48395,0.019083247,0
466.9784390926361,52,277.0762,0.019316528,0
471.30395007133484,53,284.8591,0.020387769,0
518.0444111824036,54,310.35434,0.020917136,1
522.5545320510864,55,364.43378,0.020246975,0
526.8106970787048,56,334.56357,0.019666662,0
530.7867670059204,57,322.67764,0.01970901,0
535.0373611450195,58,314.06,0.020447545,0
539.3061420917511,59,312.55707,0.020292317,0
543.3119540214539,60,295.54645,0.02192059,0
547.5960969924927,61,288.7794,0.019522125,0
551.8907070159912,62,294.2494,0.01926995,0
555.9056751728058,63,286.62036,0.020067994,0
560.1990540027618,64,293.95514,0.021644315,0
564.4995090961456,65,287.2653,0.02143258,0
568.5232679843903,66,289.28726,0.020037169,0
572.8281800746918,67,280.19247,0.021421397,0
577.1415491104126,68,283.58905,0.022103127,0
581.4248430728912,69,301.85944,0.021993766,0
585.7178950309753,70,304.24905,0.01957536,0
589.7749581336975,71,282.25882,0.02073348,0
594.0700671672821,72,279.41846,0.020039255,0
598.3622171878815,73,273.51593,0.020188171,0
602.6305570602417,74,281.8089,0.02188714,0
606.6735670566559,75,285.39413,0.020050742,0
610.9648191928864,76,277.34296,0.02226632,0
615.26797914505,77,277.5221,0.023222053,0
619.5982639789581,78,275.181,0.021585284,0
623.6300060749054,79,279.35806,0.01996066,0
627.962161064148,80,275.215,0.019777387,0
632.261449098587,81,280.58984,0.022763176,0
636.5600321292877,82,270.41547,0.020754805,0
640.8837230205536,83,281.55145,0.021024285,0
645.193605184555,84,279.4476,0.020563552,0
649.4802370071411,85,266.1137,0.020289857,0
696.5504860877991,86,279.20822,0.026935998,1
700.7130861282349,87,396.80966,0.02746385,0
704.7091829776764,88,349.5451,0.02634854,0
708.966066122055,89,309.70502,0.02177759,0
713.225625038147,90,294.2966,0.020405747,0
717.4916710853577,91,283.08084,0.021783153,0
721.5069580078125,92,287.29672,0.021170208,0
725.796972990036,93,285.9477,0.020229395,0
730.0724811553955,94,277.69452,0.022161203,0
734.381922006607,95,274.35284,0.021137292,0
738.4262290000916,96,273.86703,0.021760058,0
