Time (s),Epoch,Train Loss
54602.86845493317,120,0.017273951
55048.336788892746,121,0.017275395
55513.95057988167,122,0.017252816
55962.77230596542,123,0.017241957
56423.785542964935,124,0.017215144
56884.04837298393,125,0.01720623
57325.65051293373,126,0.01718468
57805.93546295166,127,0.01718105
58269.717786073685,128,0.017175667
58711.63367605209,129,0.017157594
59163.21088910103,130,0.017141359
59615.51617193222,131,0.017132288
60052.33451104164,132,0.017115474
60530.51334190369,133,0.017107029
60972.225492954254,134,0.01708513
61426.424503088,135,0.017089652
61872.405344963074,136,0.017061831
62349.77632689476,137,0.017049383
62830.282135009766,138,0.017044172
63312.012677907944,139,0.017032834
63764.21342587471,140,0.017001899
64223.787088871,141,0.017000213
64692.057991981506,142,0.01697842
65164.70761704445,143,0.016974315
65605.89870500565,144,0.016959965
66063.72882890701,145,0.016958334
66525.92903399467,146,0.016944276
66981.71084594727,147,0.016925512
67450.9909029007,148,0.016917367
67901.76507592201,149,0.016894888
68382.36082696915,150,0.016876755
68824.02562904358,151,0.016879223
69273.64461994171,152,0.016865259
69739.79664087296,153,0.01686027
70208.15628695488,154,0.016845377
70660.8007619381,155,0.016839307
71131.72047400475,156,0.016814243
71578.65749502182,157,0.01680377
72047.9925160408,158,0.016798422
72490.62392997742,159,0.01678812
72942.04404592514,160,0.016761636
73410.14789700508,161,0.016755532
73871.19722509384,162,0.016743764
74335.9695699215,163,0.016755342
74801.472645998,164,0.016742462
75248.74127388,165,0.016714634
75731.54968309402,166,0.01668605
76196.93122506142,167,0.016689057
76638.82348394394,168,0.016659373
77114.40037703514,169,0.016673777
77581.5679769516,170,0.016666394
78031.73708295822,171,0.016652437
78504.3652009964,172,0.016631853
78949.14222788811,173,0.016631108
79406.00758290291,174,0.016619409
79862.79345989227,175,0.016590627
80302.7023639679,176,0.016579047
80771.97831702232,177,0.016576186
81245.80605196953,178,0.016577948
81693.01059699059,179,0.016550327
82165.61296391487,180,0.016556382
82646.45442700386,181,0.016526513
83098.48186802864,182,0.016526962
83556.52829289436,183,0.016514225
84035.98926401138,184,0.016504543
84483.3444340229,185,0.016487604
84939.60103392601,186,0.016479807
85413.6115860939,187,0.016465398
85873.9981739521,188,0.016454007
86327.21278500557,189,0.016442072
86773.64396691322,190,0.016430514
87233.14545798302,191,0.016428346
87698.28132390976,192,0.016418885
88148.34219193459,193,0.016386636
88620.05348706245,194,0.016386418
89093.74287891388,195,0.016386656
89551.32022595406,196,0.016369129
90001.35954809189,197,0.016356219
90462.5855269432,198,0.016344896
90929.71243596077,199,0.016337272
91390.79144501686,200,0.01632828
