Time (s),Epoch,Train MLE Loss,Test MSE Loss,Grid Updated
114.0652289390564,0,2.6494386,0.052182354,1
133.27991795539856,1,22.8659,0.015457481,0
157.62167596817017,2,17.897934,0.018546145,0
190.88245296478271,3,21.786983,0.019204147,0
216.40151691436768,4,21.312054,0.018720495,0
246.5300989151001,5,20.002728,0.020356912,0
368.6925518512726,6,18.224672,0.02176838,1
394.1766757965088,7,18.436953,0.021020327,0
418.1360619068146,8,17.575493,0.021804858,0
441.85320591926575,9,17.656351,0.021243608,0
463.70541977882385,10,16.88665,0.02144133,0
574.0328898429871,11,16.050901,0.020296283,1
593.1591069698334,12,15.365094,0.023127671,0
617.6874837875366,13,17.183825,0.0236117,0
642.4788119792938,14,16.747246,0.023505116,0
664.270183801651,15,16.28736,0.023620915,0
688.4166989326477,16,15.022217,0.024264093,0
712.2391359806061,17,16.241423,0.025087502,0
822.531888961792,18,16.610813,0.024381928,1
845.3454959392548,19,21.596308,0.024922788,0
868.8482849597931,20,15.485255,0.026245657,0
893.7813029289246,21,13.004915,0.026663091,0
916.8035488128662,22,15.31764,0.026011804,0
939.0799880027771,23,17.270668,0.026221087,0
961.5078368186951,24,18.400555,0.026163738,0
984.3441898822784,25,16.549171,0.026108533,0
1008.2580118179321,26,17.97142,0.026810119,0
1119.1078779697418,27,18.212215,0.029977694,1
1141.4855399131775,28,17.915785,0.026998466,0
1168.3751339912415,29,17.904108,0.027040267,0
1193.0106689929962,30,19.304157,0.02682659,0
1214.2720699310303,31,17.711948,0.026904428,0
1238.025717973709,32,15.737764,0.02729186,0
1261.8400378227234,33,14.903969,0.026317963,0
1284.310439825058,34,15.625244,0.026830042,0
1307.6125078201294,35,14.2721195,0.02673078,0
1329.1998138427734,36,16.937906,0.027588326,0
1351.0235178470612,37,15.022032,0.026638981,0
1372.9965479373932,38,14.787764,0.026640583,0
1395.668783903122,39,16.750488,0.027562309,0
1418.1668419837952,40,16.09327,0.028045904,0
1439.9930868148804,41,15.352961,0.027471378,0
1462.1442217826843,42,16.469908,0.027035013,0
1572.8501908779144,43,16.155607,0.027548626,1
1591.228593826294,44,16.87697,0.026874814,0
1614.046749830246,45,14.772528,0.02782679,0
1638.6373999118805,46,18.416986,0.027558655,0
1662.2135219573975,47,16.291426,0.026402274,0
1687.0006108283997,48,14.548175,0.027276808,0
1711.963360786438,49,15.689911,0.026888993,0
1736.6897587776184,50,17.199686,0.027157068,0
1761.6062178611755,51,13.669081,0.027700135,0
1785.071223974228,52,17.212473,0.027717149,0
1806.2357709407806,53,17.92728,0.02753152,0
1830.5648608207703,54,17.915226,0.027255872,0
1853.7383089065552,55,13.1909,0.028032642,0
1879.5645740032196,56,13.704564,0.026855865,0
1902.4186828136444,57,16.543911,0.028153772,0
1923.383134841919,58,14.523209,0.027377475,0
1945.463096857071,59,14.707548,0.026708594,0
1969.1432240009308,60,15.699275,0.027279476,0
1990.5157978534698,61,13.909076,0.027228067,0
2012.9968359470367,62,16.896488,0.026540166,0
2037.2123279571533,63,14.968706,0.028348316,0
2059.0323379039764,64,16.554272,0.027336102,0
2080.3202278614044,65,13.628042,0.02852258,0
2103.0170319080353,66,15.86178,0.027362427,0
2126.3400189876556,67,16.820778,0.027831724,0
2148.354331970215,68,13.481169,0.027761504,0
2171.923914909363,69,14.01695,0.027349278,0
2193.171751976013,70,17.03131,0.026586358,0
2214.764131784439,71,16.39125,0.029184157,0
2238.5840289592743,72,15.175573,0.027430013,0
2260.8019919395447,73,16.012493,0.029148852,0
2283.3187959194183,74,12.896421,0.027619243,0
2304.6942019462585,75,13.270276,0.026960736,0
2324.936616897583,76,14.952768,0.027804187,0
2348.1596558094025,77,19.443424,0.02808192,0
2370.969827890396,78,13.5701275,0.02705369,0
2393.6221117973328,79,15.295832,0.028207758,0
2414.7334439754486,80,11.6461315,0.02846614,0
2437.0402858257294,81,13.386358,0.02860246,0
2548.849216938019,82,12.680665,0.025104944,1
2583.196572780609,83,12.986468,0.027050432,0
2609.4279057979584,84,13.605551,0.028242454,0
2632.681416988373,85,11.020443,0.02795802,0
2655.757539987564,86,15.869372,0.02769497,0
2679.6927649974823,87,14.005384,0.027022954,0
2701.480222940445,88,14.293802,0.027943801,0
2725.145921945572,89,14.602351,0.025561929,0
2748.3053739070892,90,9.536148,0.027929688,0
