Time (s),Epoch,Train MLE Loss,Test MSE Loss,Grid Updated
213.54310703277588,0,137.55023,0.052183032,1
241.93297600746155,1,628.9604,0.014795044,0
263.6428680419922,2,470.08936,0.015053493,0
285.0595109462738,3,423.0125,0.018789781,0
306.54793906211853,4,394.70605,0.01985953,0
328.1373040676117,5,387.4034,0.018768242,0
416.90347695350647,6,388.8841,0.017395683,1
439.39885091781616,7,367.71182,0.015734375,0
460.89013290405273,8,338.8342,0.016544247,0
482.66692185401917,9,298.72418,0.017060962,0
504.5927240848541,10,281.55353,0.01657227,0
595.21977186203,11,295.99857,0.0160277,1
615.7558488845825,12,282.69873,0.017616227,0
636.9736740589142,13,267.7009,0.016474668,0
658.4834439754486,14,262.21997,0.018228255,0
679.7106490135193,15,259.21945,0.017337877,0
702.8852319717407,16,254.58049,0.017519979,0
725.5806059837341,17,257.4874,0.017267898,0
827.7694280147552,18,261.61096,0.01723851,1
850.0487558841705,19,258.07904,0.01706943,0
871.9343209266663,20,254.15524,0.017312013,0
893.9057710170746,21,252.56815,0.018079408,0
916.3857879638672,22,251.66035,0.017240597,0
941.1876130104065,23,247.36868,0.017881747,0
966.8430519104004,24,247.62527,0.018283607,0
992.5670690536499,25,247.98401,0.018161722,0
1016.1171488761902,26,244.66943,0.01706132,0
1117.5702710151672,27,249.39493,0.016815241,1
1139.922091960907,28,255.00696,0.017051792,0
1161.9188859462738,29,250.92038,0.017812032,0
1184.5017189979553,30,248.0855,0.016304355,0
1206.4316990375519,31,243.68839,0.01809935,0
1228.3804910182953,32,248.51775,0.018504636,0
1251.783835887909,33,247.91072,0.016813327,0
1276.0814039707184,34,243.74667,0.017272567,0
1300.0229699611664,35,245.64804,0.016664328,0
1321.9911789894104,36,244.82393,0.016697073,0
1343.8577780723572,37,245.11404,0.017778534,0
1365.714859008789,38,243.13618,0.017933061,0
1387.5012369155884,39,244.86938,0.017734285,0
1411.0691039562225,40,245.59404,0.017174112,0
1434.2722079753876,41,242.45691,0.017237576,0
1457.6850159168243,42,242.9502,0.017486503,0
1549.2790780067444,43,241.656,0.020673517,1
1569.8461699485779,44,254.8306,0.019380702,0
1590.774559020996,45,248.93555,0.018349975,0
1612.2434730529785,46,248.09908,0.018268248,0
1633.9238729476929,47,246.15146,0.017465781,0
1656.019865989685,48,242.85703,0.018341541,0
1680.0417048931122,49,242.48396,0.017765444,0
1702.0686450004578,50,243.54752,0.017855007,0
1724.079586982727,51,244.20413,0.01750879,0
1746.1607780456543,52,242.34554,0.017934013,0
1767.9052948951721,53,246.10689,0.018771172,0
1790.4569420814514,54,241.35432,0.018926408,0
1813.437861919403,55,243.02084,0.018775698,0
1836.6597259044647,56,246.41418,0.018275352,0
1861.3006000518799,57,237.44937,0.01871445,0
1887.2209298610687,58,245.89217,0.018526252,0
1910.7271630764008,59,239.23508,0.018456182,0
1933.353882074356,60,241.64194,0.017098673,0
1955.5728249549866,61,239.98636,0.01834886,0
1978.2336320877075,62,247.45479,0.01696914,0
2001.6192979812622,63,238.80843,0.018577022,0
2024.620852947235,64,235.03023,0.017496157,0
2049.760895013809,65,239.80037,0.01772389,0
2073.914965867996,66,239.41866,0.0185808,0
2096.251867055893,67,241.83464,0.01892938,0
2118.765042066574,68,240.46106,0.018233623,0
2140.384106874466,69,240.30185,0.01713232,0
2162.6459980010986,70,238.71782,0.017566744,0
2185.3527019023895,71,236.9396,0.018414795,0
2208.2133870124817,72,239.98825,0.01644384,0
2232.5777158737183,73,238.29416,0.018007388,0
2259.9362440109253,74,240.66129,0.01843695,0
2285.293506860733,75,242.90872,0.018022427,0
2313.1017348766327,76,239.27933,0.017953876,0
2336.986876964569,77,234.00449,0.018533072,0
2360.3745300769806,78,239.87602,0.0189119,0
2387.3127369880676,79,236.9852,0.017697157,0
2408.9687650203705,80,238.50247,0.01753606,0
2430.968039035797,81,238.66434,0.01845814,0
2523.131438970566,82,246.99556,0.016254738,1
2545.605355978012,83,242.842,0.017136097,0
2567.726604938507,84,241.949,0.017585147,0
2589.9787640571594,85,236.20686,0.017111257,0
2612.0732638835907,86,240.019,0.016217481,0
2634.2817080020905,87,236.38603,0.017748743,0
2656.344516992569,88,235.2205,0.01798604,0
2678.454127073288,89,239.76775,0.018055262,0
2703.3532888889313,90,240.4758,0.017918807,0
2725.413374900818,91,241.8292,0.017391915,0
2748.5479850769043,92,241.80704,0.017553702,0
2770.73064494133,93,242.7707,0.01836073,0
2792.894147872925,94,233.89445,0.016930234,0
2815.3795318603516,95,239.78873,0.018086998,0
2840.7788598537445,96,238.75964,0.018441025,0
2862.9665389060974,97,237.60947,0.018286554,0
2884.902168035507,98,237.84981,0.017400194,0
2906.850089073181,99,232.72629,0.017275956,0
2928.787239074707,100,235.94772,0.017544962,0
2950.6511850357056,101,238.66849,0.017253468,0
2972.4854769706726,102,236.69437,0.017567202,0
2995.723813056946,103,237.83813,0.017776294,0
3020.0225989818573,104,234.24387,0.01744577,0
3042.294434070587,105,238.04768,0.018152598,0
3064.4120230674744,106,234.12798,0.017853253,0
3086.6993749141693,107,236.47672,0.017931147,0
3109.065582036972,108,232.75052,0.017248686,0
3132.8949658870697,109,235.70952,0.01764879,0
3156.8041820526123,110,236.43301,0.018233705,0
3179.1005549430847,111,235.03145,0.017920084,0
3201.4034118652344,112,236.78642,0.017243806,0
3223.5384600162506,113,235.63672,0.017472561,0
3246.538892030716,114,238.33902,0.016747927,0
3268.7378709316254,115,235.99423,0.01787671,0
3290.9587240219116,116,234.02962,0.017284341,0
3313.250452041626,117,236.46365,0.016676273,0
3335.3511459827423,118,232.51192,0.01852225,0
3357.8941988945007,119,235.82832,0.017419491,0
3380.228311061859,120,234.1591,0.01729288,0
3402.4906430244446,121,234.09439,0.017454872,0
3424.6781129837036,122,232.83157,0.018478116,0
3448.39830493927,123,236.99646,0.017529894,0
3471.9429938793182,124,235.58269,0.017721418,0
3493.90154004097,125,233.75403,0.017338041,0
3515.4861209392548,126,233.35513,0.01670804,0
3537.147584915161,127,232.42789,0.017450092,0
3558.793741941452,128,232.62524,0.017494831,0
3580.9623460769653,129,233.92949,0.017249282,0
3603.054656982422,130,232.59721,0.017848868,0
3624.8171169757843,131,233.6418,0.01776932,0
3646.481880903244,132,231.19064,0.01784527,0
3668.397264957428,133,237.40817,0.018515378,0
3690.0261878967285,134,233.26021,0.017558208,0
3711.2728378772736,135,233.39523,0.017779797,0
3732.9367830753326,136,231.46066,0.016875379,0
3754.72590303421,137,230.52983,0.016933268,0
3776.343386888504,138,231.63046,0.017158842,0
3798.4175720214844,139,229.01498,0.017145239,0
3820.562262058258,140,232.24069,0.016873958,0
3842.1924929618835,141,232.90825,0.017093914,0
3863.8661589622498,142,235.01187,0.017444989,0
3885.295783996582,143,232.96329,0.0172609,0
3906.803437948227,144,232.36221,0.018146265,0
3928.304885864258,145,226.64746,0.017699126,0
3949.862679004669,146,230.82053,0.018175576,0
3971.2691118717194,147,227.2259,0.017340537,0
3992.8217480182648,148,231.50961,0.017513067,0
